,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
0,-0.9025972554689962,0,0.8307794171595058,0,1.0,0.0,-1.3823982786601354,0.3392953309839397,1.3506342875606563,2.0,2.0,-1.410272252498434,-1.1464137789097513,0.39163708260602204,-0.7846286983151614,0.2833358939482621,19,0,0,1,1
1,-0.49513856507006065,1,-1.2530641965198148,1,0.0,1.0,1.1563401762411034,0.6864005289214739,-0.1207681877840627,3.0,6.0,0.5883024951736507,1.7052495121484277,0.4672507966979445,1.1154862060351614,-0.6350948806003995,7,1,1,0,2
2,-1.5376864991634265,1,-1.2530641965198148,1,2.0,1.0,0.4940605793103454,1.3806109247965428,0.13389762525636945,5.0,6.0,1.3967655004466522,1.0756615128238947,0.4414314796909466,-0.3095999722275807,-0.8647025742375649,9,1,1,0,2
3,-1.4193186114497691,1,1.1985165254558563,0,0.0,0.0,-1.2168283794274461,1.0335057268590084,-0.2622491950287472,6.0,9.0,1.2906265025476826,1.237687836179473,0.5945031448038629,0.8779718429913711,0.5129435875854275,11,1,0,0,2
4,1.325905861293897,1,-0.39501094382833,0,13.0,1.0,0.6596304785430349,0.3392953309839397,0.020712819460621815,2.0,14.0,1.2725602901393476,-0.09092801533626944,-0.6577337300355361,-1.0221430613589517,-0.8647025742375649,15,1,1,0,1
5,1.4124054715461851,0,-1.2530641965198148,1,3.0,0.0,-0.554548782496688,0.6864005289214739,0.6715254527861706,1.0,7.0,0.8118718737267993,0.9321524835660966,-0.9749424818357963,1.1154862060351614,-1.0943102678747303,10,1,0,0,1
6,1.325905861293897,0,0.21788423666558773,0,4.0,1.0,-1.2168283794274461,1.0335057268590084,-0.03587958343725199,8.0,10.0,-0.5950344175723067,-0.5399723972074437,1.0103785723094365,0.16542875386,0.5129435875854275,18,1,0,1,3
7,1.628654497176905,0,-1.2530641965198148,1,0.0,0.0,-0.44416884967489495,1.0335057268590084,1.3223380861117193,4.0,0.0,-0.29920018938581733,-0.23675170635628998,-1.313359958320376,0.8779718429913711,-0.6350948806003995,5,1,1,1,0
8,0.47001498090283694,1,-1.2530641965198148,0,0.0,0.0,1.1563401762411034,0.6864005289214739,0.9544874672755396,7.0,14.0,-0.5837430348170971,-0.9612408379319474,-0.9454346909706558,1.1154862060351614,-1.0943102678747303,20,1,0,0,0
9,-1.6606069979429936,1,-1.1304851604210313,1,2.0,1.0,-1.2720183458383425,-1.3962306587037316,-1.3375048500883495,5.0,15.0,1.1122226550153724,-0.06315207418959888,-1.4857961111885407,1.590514932122742,0.9721589748597583,12,1,0,0,0
10,-1.0687675593747075,1,1.6888326698509903,1,0.0,0.0,-1.2720183458383425,-1.3962306587037316,1.180857078867035,5.0,1.0,-0.8953851988608799,-0.8732836909674906,1.679836577562311,-1.7346861504903226,-0.8647025742375649,7,0,0,0,3
